feature,importance_harassment,importance_hate_speech,importance_insult,importance_normal,importance_sexually_explicit,importance_threat,importance_overall
tepi,0.0005933070479725702,0.00046559117858916826,0.001511614939167894,0.00031109267316230396,0.0010255003260523678,0.00026169094028396405,0.004168797105228267
alquran,0.00035481714103511376,0.0014640953784028617,0.0011945611913666285,0.0006202116572557758,4.5580147717343024e-05,0.0004893485555395582,0.004168614071317281
tambah,0.0004740963241891074,0.0006268069133415053,0.00042979346795234797,0.0014097353330156715,0.00024202808185220138,0.0009806536452895787,0.004163113765640412
identik,0.00017921640197568071,0.0013338343142817934,0.00045062924329230083,0.0020805537309691344,9.81919616717573e-06,0.00010705457525220161,0.004161107461938286
rincian,7.722436392537405e-05,0.000739212323378784,0.0006869560372248846,0.001991678717604806,1.0726644526530542e-05,0.0006534613654530433,0.0041592594521134224
macet,0.0013249916998693437,0.0007540176473103809,0.0010797852223143585,0.00046691046521667813,6.439155243651662e-05,0.00046792210721215057,0.004158018694359429
lukman,0.00012767981174451783,0.0020780692571658716,0.0006681868652022042,0.0008734949378617243,2.38279751100065e-05,0.0003848796672474424,0.004156138514331767
urusin,0.00016329830092498413,0.0009034994744931184,0.0006464675390935255,0.0012661777893680332,0.0009363088293320038,0.00023613532556141791,0.004151887258773083
brigade,0.0014609931401049195,0.0006111692723025783,0.0008357819767959779,0.0006723841012049425,5.522880341198999e-05,0.0005087675309946218,0.00414432482481503
set,0.0003713570804379413,0.0011442995106340878,0.00010854335594285605,0.0020704204010935268,6.304884766168956e-05,0.0003831716064169225,0.004140840802187024
tampak,0.00021671146272989216,0.0020660804244693595,0.0010732856609766267,0.00012548108830354472,5.0850694156463304e-05,0.0005997515183028461,0.004132160848938733
nanya,0.0007625271239690915,0.0007585337622132941,0.0004085577176716116,0.0007483100221277085,0.0001351378130968124,0.0013164463948230937,0.004129512833901612
erdogan,0.0005431812651981535,0.0003291143530778606,0.0014366692499003543,0.000374404540866591,7.990150113951023e-05,0.0013562331222935883,0.004119504032476059
tentara,0.0003677435519205482,0.0013315190247296293,9.007866581795059e-05,0.0010124218672623957,0.0006788080503378993,0.0006373757789732931,0.004117946939041716
tap,0.00012124996300380764,0.00041899562616758243,0.0016361761053177585,0.0014526875998424136,2.3655751899043376e-05,0.00045757841674008313,0.0041103434629706885
resah,0.0003094730686351034,0.0006075309122105807,0.0006519620602552456,0.0016616818597628012,8.12552723311863e-05,0.0007929172282632486,0.004104820401458166
denpasar,0.00015335651652640132,0.0007600546953913484,0.0005272787750606474,0.00014943214386227644,0.0006115067164116517,0.0019027645595277912,0.004104393406780116
pm,0.0011399638012484245,0.00032316495796404167,0.0007061506903002279,0.0013645970037466388,0.00020305109679494556,0.00036140362663287146,0.0040983311766871495
jarang,0.0005913713851704032,0.00038954878493355715,0.0007633843815789145,0.0011026608604941012,0.0005563867723706417,0.0006938406510489871,0.004097192835596605
dalang,0.000498764304192666,8.287777436990912e-05,0.001964981755966893,0.0006943544474704728,4.80169552947155e-05,0.0008067238233789642,0.004095719060673621
banteng,0.00018334173465443896,0.0015865699556798273,0.0014819406183144944,0.0005654888277999234,2.859822502267695e-05,0.00024891953075743367,0.004094858892228795
pesta,0.0017551504233174256,0.001025825667380113,0.0003035976028264009,0.0006732990618133365,4.307979232006706e-05,0.0002906517010224903,0.004091604248679833
stabil,0.0002213679979971731,0.0008646416813380801,0.0009246764257690737,0.0015650867887882015,3.320842890338389e-05,0.00047880774521953163,0.004087789068015444
kosong,0.0004897599916274686,0.0003067399533959251,0.0012455685538726336,0.0007888794210706671,0.00014064367882206226,0.0011125453990033021,0.0040841369977920585
nikah,0.0006816486635428672,0.0004532236020370812,8.1156331016831e-05,0.0010373874099514728,0.00023987176865580378,0.0015868405711299046,0.00408012834633396
rem,2.5262092114279698e-05,0.0012600941479776033,0.0011380346111610933,0.0007169146559483747,6.129613597560387e-05,0.0008750082366261958,0.004076609879803151
ngingetin,0.0019613277169053204,0.0008854129340379339,7.592856590650621e-05,0.0009168980237106906,1.6620810883509167e-05,0.00021832451417968903,0.004074512565623649
resiko,8.999928804001228e-05,0.001079773676370503,0.0013434135111810974,0.0006032370209611145,3.902646378628962e-05,0.0009178496800254331,0.00407329964036445
jangka,8.824917448109814e-05,0.0016512595028700331,0.0002808180416959195,0.00021510069467822735,1.4614173553822949e-05,0.0018198401979226055,0.004069881785201707
duduk,0.0006855817699897339,0.0007218265400720699,6.762219905230537e-05,0.0013428939235913763,0.0005568486368404395,0.0006889852223631676,0.004063758291909092
best,0.00012455906098984048,0.0008064425295302918,0.0008641785911119476,0.00030167083594282405,5.904546170969949e-05,0.0019067783573049118,0.004062674836589515
chris,0.0007974544241939838,0.0006198196121241336,0.002031191819323343,2.5625299679587236e-05,0.00016026585090491758,0.000428026632420753,0.004062383638646718
stres,0.00031935887340606975,0.0003069263412451124,0.0010164871690598847,0.0006559426856549139,3.687795340418075e-05,0.0017217403402799624,0.0040573333630501245
pancasila,0.00016766100069213807,0.0013069246412133265,0.0019498545963888333,0.0004483132409152384,7.747543242501746e-05,0.00010443114599309191,0.004054660057627646
part,0.00038558005275377596,0.001170986241066986,0.0008436954694880455,0.0011827854103987814,5.741163014785993e-05,0.0004125029559182096,0.004052961759773659
nasional,0.00018711392189951976,0.0010358876056069262,0.0016463120051384821,0.0005698830181954565,0.0001912017272189173,0.00041885703045457367,0.004049255308513876
level,0.0007497765565941387,0.0011861972498018113,0.0007312391073027942,0.00047147983324679867,8.838897092731569e-05,0.0008216438367736977,0.0040487255546465565
murni,0.0016458821503344127,0.0001681262271613931,0.0013583480324471926,0.00037846521844370543,3.9035823668571704e-05,0.0004588372855009888,0.004048694737556265
biksu,4.0758086535135806e-05,0.0015153899639840777,0.00021805773373770822,0.0017576551388868997,6.681485236695177e-06,0.0005077624804123774,0.004046304888792894
kayak,0.0010091543838309284,0.0002994536065106468,0.0008702277853108922,0.000533951621451723,0.0006173940104830885,0.000712965426904121,0.0040431468344914
suku,0.0004783687682515151,0.0005715767506065322,0.0014764688648490757,0.00012678855916687314,6.002234773670536e-05,0.0013164946710639144,0.004029719961674615
gabung,0.0006624591128606632,0.00015344357983919824,0.0011969887216211656,4.003294108830524e-05,0.0004506473747502003,0.0015222110984825015,0.004025782828642034
kiai,0.00020981420768245842,0.00017169603880212464,0.0006449589724240166,0.001594836149787872,3.6294138573000475e-05,0.0013676815624214208,0.004025281069690893
najis,9.423095720206441e-05,0.0009011669576452319,0.0008371500724318616,0.0017464133843310408,0.00026510469912864446,0.00017897009618058908,0.004023036166919432
down,0.00012028223133914878,0.000435756335047682,0.0006108612325172987,0.0008195684514921408,2.240514860107828e-05,0.0020088733989973425,0.00401774679799469
copot,0.000460760890483345,0.0005453713346827878,0.00045042989401673187,0.0005092022644139201,4.209138199791846e-05,0.002007855765594675,0.004015711531189378
selasa,0.0013590701500547006,0.0006474179810689305,0.0008688954073295825,0.00016478778548070533,0.00073960323883679,0.00023320169947654666,0.004012976262247255
pr,0.00018095020338387943,0.00047165390532712364,0.0005776503697980914,0.0012178437322379451,2.742281746733678e-05,0.0015322132175601096,0.0040077342457744865
bruno,0.0002671679166194549,0.0011354591744710926,0.00045296689243374476,0.0020017375459902773,2.35296000197873e-05,0.00012261396244614715,0.004003475091980504
suami,0.00048680814570465546,0.0016890301692221738,0.0004005263408162266,0.0008586536171108001,0.0002514498430731522,0.00030840777748266377,0.003994875893409671
angin,0.0005942608444894676,0.00016809034003427786,0.0001680400985079916,0.001995739299404174,8.05431355968909e-05,0.0009848048807755358,0.003991478598808338
halah,0.0008355965941854634,0.0003324969175938031,0.0008240363744111523,0.0014091157164577203,8.552800322751159e-05,0.0004974861665052125,0.003984259772380863
pakat,7.902086066218463e-05,0.00041945456398153214,0.0005684206052582752,0.0019883496391654228,1.352110618040966e-05,0.0009079325030830107,0.003976699278330835
tarung,0.0006304805259344508,0.0010146677427578966,0.0007293946860804899,0.00020237913115309854,4.09935462899787e-05,0.0013569545803470032,0.003974870212562918
hospital,0.00164488790039613,0.00034234861555190396,0.0003532703610592174,0.0010000958134326542,2.4160607834904448e-05,0.000609709733621296,0.0039744730318961065
cinta,0.0002145953753380998,0.0007375837859784922,0.0009871586936188005,0.000996270798479681,0.000441128356999655,0.0005901219737822294,0.0039668589841969585
pkl,0.00019217954409595956,0.0013508929381797683,0.0009331810618642587,0.0010499324285589483,3.293452938841103e-05,0.00040710647875912524,0.0039662269808464715
kunci,0.0004057017152077905,0.0009936804810969395,0.000614675189175357,0.001471276421114668,0.00010540278675901676,0.00037402525280919594,0.0039647618461629685
mending,0.0012369401669640335,0.00037663146905763306,0.001129261251581397,0.0004166664543467157,0.000366881759501912,0.0004345256895955047,0.003960906791047196
biasa,0.0005108345087749238,0.0008401527208640044,0.001139708748246902,0.00031729498190911047,0.00015074687777082006,0.0010009851006560326,0.003959722938221793
argumen,0.0008108104338390037,0.00044530844469467366,0.0011683840972956845,0.0011590212978020915,1.7166793645470765e-05,0.00035769799499241363,0.003958389062269338
sarana,0.0018801471567613524,0.001035375729785546,0.0005577326234471816,0.00036427643778687166,2.0596188015276566e-05,9.783382227354237e-05,0.00395596195806977
bantai,0.0009188484714797782,0.0004717767892000501,0.00014776175789000815,0.0007152958268723469,0.00019589694544522808,0.0015060262124873389,0.0039556060033747505
kandung,0.00035541988999492606,0.0005827853267508198,0.0004057238747116219,0.0019754378118095758,6.758439785229405e-05,0.0005639243224999428,0.00395087562361918
fpi,0.0009880971801581487,0.0017552735298618331,0.00021960608396825914,0.0006088091524132006,4.104238600252898e-05,0.00033693089525618997,0.00394975922766016
suharto,0.001379054098871137,0.0003304984325553825,0.0011576367089671516,0.0005950610291195754,4.584177535012043e-05,0.000440138211118038,0.003948230255981405
sengaja,0.0010916796815856238,0.00018376315055301616,0.0008818246594611304,0.001010647300445074,0.00012614823058637473,0.0006529456594622941,0.003947008682093514
benar,0.00014417701689885127,0.001467322862649902,0.0002302022374791875,0.00036125712446974633,0.00040370507444485276,0.0013388496920944684,0.003945514008037008
aqsa,0.00045455078858941584,0.0009150902579177062,0.001405085384338184,0.0008126862589256101,0.0001011473728907638,0.00023300702897501656,0.003921567091636696
nyaman,0.00027824596820998494,0.001008420073060062,0.0010800477575284844,0.0004796677133437569,0.00040014708358182424,0.000673196513184023,0.003919725108908135
univ,0.00011071428119448404,0.0013886855944805065,0.0003257048463592926,0.0019581982769075017,2.0344916567519094e-05,0.00011274863830572521,0.003916396553815029
logis,0.0007530465379467118,0.0019563440836494373,0.0004346678671066166,0.0003988750562810262,2.5521275945439033e-05,0.0003442333463696364,0.003912688167298868
keok,7.667991254095484e-05,0.001675982461370811,0.00027988291527663965,0.0013929500895593135,1.7735486502628035e-05,0.00046849988804457184,0.003911730753294919
planga,0.00030633501033046996,0.0016481329414647801,0.0010581195456799016,0.0002797973729993132,4.0092584182714886e-05,0.0005764584489333489,0.0039089359035905285
baby,0.0016214883884181552,0.0003321257701495365,0.00047490515770086747,0.0009001489572938972,6.562571628964503e-05,0.0005129343272832634,0.003907228317135364
ncebong,0.00013308033862404712,0.0019533361780766346,0.0007080207690270815,0.000994568167871725,1.2152999012768408e-05,0.00010551390354100882,0.003906672356153265
gajah,0.0003432210693496206,0.0007559781321860111,0.0015536478083016103,0.0005212256696277269,4.835398111156487e-05,0.0006680190569490512,0.0038904457175255847
ikn,0.0007365481222185094,0.0013512151300368233,0.0012082874820051577,9.590279943385156e-05,3.479627114741889e-05,0.00046292140360563343,0.0038896712084473947
twit,0.0006104360104252963,0.0006428561404217978,0.0007138416679099962,0.001247720039992784,5.3839765685108935e-05,0.0006201382677643892,0.0038888318921993727
dendam,0.00018139326329798318,0.0005106150406869512,0.00029156259306275595,0.0018711278919012091,6.670143770489927e-05,0.0009542584325584607,0.0038756586592122596
komandan,0.0010749969397536748,0.00017251250181324858,0.0008585137591511912,0.0006304199082223751,2.9806498129248006e-05,0.0011007717907399722,0.00386702139780971
long,0.00023225134995242606,0.000613309147716718,0.0004382453255139731,0.001931768320185501,4.5901035058083145e-05,0.000602061461944301,0.0038635366403710026
nyindir,0.00043337048651865385,0.0005661554818455858,0.0013636554924180786,0.0009718944859875431,6.005579879059668e-05,0.00046449020296686827,0.0038596219485273267
mo,0.000646993180481999,0.00011139754525603786,0.001281603448208638,0.0011856026006053975,9.55486922129882e-05,0.0005351434798357327,0.0038562889466007937
banjir,0.0009525186034568553,0.0009748540814725861,0.00040244095361171363,0.0001246745188321993,8.98948524390297e-05,0.0013103623600464699,0.0038547453698588537
zalim,0.0005519329994178577,0.0014741020054043273,0.000452704782231934,0.0011963842544876946,7.5889740690885e-05,0.00010259979303983478,0.0038536135752725333
bakar,0.0007665472848714243,0.0004796274153437742,0.0006092743662779366,0.0004052055989533987,0.0001441465610859728,0.0014455463958449677,0.0038503476223774743
pakar,0.0004364096074474167,0.0014020680508900862,0.0013403637413727917,2.443561081607087e-05,6.170090171704804e-05,0.0005842504294978526,0.003849228341741266
covid,0.00017739799186370817,0.0009796988268128872,0.0007336732548400656,0.0004962817535125789,3.307426067956542e-05,0.0014275625806836362,0.0038476886683924414
pindah,0.0010441578734065931,0.00017170777059317087,0.0015961813618681018,0.0005416182698983645,0.00015726900123472226,0.00031857155326473185,0.0038295058302656847
je,0.0007304659704315515,0.00022180338748310917,0.001689976934638588,0.0009216984434150046,3.735975305027269e-05,0.00022135061974137962,0.003822655108759906
stress,0.00026691770730114266,0.0006837586279712749,0.00026250848654219705,2.7703658036107523e-05,0.0009363889444402577,0.0016434420096887062,0.003820719433979686
bandara,0.00029663303486630714,5.925859076221612e-05,0.000965864928858886,0.0019078209498623708,2.659814097024804e-05,0.0005594662544047434,0.003815641899724771
desember,0.0003097970934613582,0.00015038724379293843,0.0012918038949525394,0.0017572413569346896,5.613748589862437e-05,0.00024989012641510593,0.0038152572014552555
tiket,0.0004803830934825401,0.00031698188746752696,0.001040433402054123,0.0015255539461421876,6.861161310650233e-05,0.000380856049968506,0.003812819992221386
tk,0.0004914056698713383,0.0009389742018752504,0.00012445500324510206,0.0004257825969899972,5.0227240450115614e-05,0.001781934705941609,0.003812779418373413
rape,0.001905894537001422,0.0005669747333099008,0.00048230225093911854,0.0007652638655350626,3.4354831828050996e-05,5.6998855389308795e-05,0.003811789074002864
cantik,0.0010114607889098947,1.0796881027901614e-05,0.0005171303162665818,0.0006181407280769533,0.0008918263334287578,0.000757219196967242,0.0038065742446773314
minggu,0.001108181256373156,0.0007886824577906581,0.000520313929757162,0.00035839777406504605,0.0010238031145961694,5.651104254556184e-06,0.003805029636836747
promosi,0.0009336898176809976,0.0019023948240694383,2.8688041950090588e-05,0.0004002853841436757,0.00014259114125476848,0.00039714043903990706,0.003804789648138878
realita,0.0001584886145433619,0.0010407399999932646,0.0006658972899223944,0.000762422150536423,2.642252594085965e-05,0.0011291262798634604,0.003783096860799764
uh,0.00028246127242141845,0.000622741308417908,0.0016923737175436563,0.000953414502877135,3.2912506829869156e-05,0.00019915587300265743,0.0037830591810926444
gerombol,0.00030632943105597936,0.0004680172967105132,0.00048064528750272993,0.001351728745308919,5.810192531966885e-05,0.0011161292303648194,0.0037809519162626294
koplak,0.00025263955954508743,0.0002014089396962868,0.0001795473898122605,0.0016000385008774502,3.467817953107337e-05,0.0015063999104450478,0.003774712479907206
nu,0.0010132321358468685,0.0007256066567745259,0.0008513317903353223,0.00030865991807345095,0.00018467284373533326,0.000687693385601081,0.0037711967303665815
night,0.0001464793452624703,0.0009276314555981633,0.0006656588517851582,0.001218802221318554,4.336452023666949e-05,0.0007669857520063995,0.0037689221462074143
bentar,0.0007257588935991337,0.00019169958054891377,0.0005611019910404314,0.0005970779353111159,0.0005486380196716805,0.001143601219730115,0.0037678776399013903
happy,0.0002405917463401217,0.00027904575599918373,0.0010365418985744564,0.0018831244204002365,3.860681652599849e-05,0.00028833820296045467,0.003766248840800451
diam,0.0005128257920072717,0.00034138956453115055,1.7872165323584102e-06,0.0006915783700489637,0.00033694530569037395,0.0018809518157453912,0.0037654780645555094
ulas,0.0002711357776789708,0.00018716281552761294,0.0009802388458920932,0.0018804126550767538,1.96343884811032e-05,0.00042224082749697345,0.0037608253101535077
bandung,0.0007201740706050522,0.0008177615324667636,0.0005338696613976632,0.0009538488435460104,0.00010606387941351041,0.0006236305234235851,0.0037553485108525846
beda,0.0008055677392606764,0.0001155785660577972,0.00014278973151285291,0.0010714932180219746,0.000994957914270181,0.0006237347454418362,0.003754121914565318
capres,0.0004581032352566492,0.001170459418118575,0.0011744887348096999,0.0003534872765111406,0.00024528739412261737,0.0003458740361770381,0.0037477000949957206
penis,0.0002845838784532978,0.0011196789717283428,0.0001921708774776137,0.001365418094926676,0.0004694564703303826,0.00031613034810772615,0.0037474386410240395
jokes,0.001872952730511752,0.0008391069234198972,0.00041800435423464306,0.00044271252478540084,4.2195787259211304e-05,0.0001309331408125988,0.0037459054610235036
block,0.001376221227174335,0.00026177577118278745,0.0004936936911033274,0.0014584569177760417,5.148291050486698e-05,9.819931881394731e-05,0.003739829836555306
daging,0.0004029779937611874,0.0008461746929768273,0.0009860320095124604,0.0010226574098340414,5.177133226866272e-05,0.00042805076726849903,0.003737664205621678
poto,0.0003621664401089442,0.0014455574336184847,0.0004203215568654911,0.0012366865702548426,3.339756801150338e-05,0.00023362841210868362,0.0037317579809679497
bumi,0.000725777715363657,0.0004512612381020038,0.0013739813744662844,3.7303489787259516e-05,0.0001432052771924738,0.0009935631097993634,0.003725092204711042
politik,0.0006269069733725292,0.0010803466031462886,0.0004762887286297591,0.0005857873667196749,0.0007816604339268778,0.00017302396835118243,0.003724014074146312
tegak,0.0002582892876064754,0.0011720288355175864,0.001366914597572499,0.0003910287692802426,3.8990591442142065e-05,0.000493422886273898,0.0037206749676928436
aje,0.0004491878170303338,0.0014108160400284218,0.0012957576920037315,0.0003329934072284708,0.00010570462740195338,0.00012554813042463158,0.003720007714117543
sapa,0.00026466068604065186,0.00028702938866766555,0.0007987069383956534,0.0012153670923295628,9.182828608362428e-05,0.0010601785147258155,0.003717770906242973
mang,0.00016962265200749178,0.0007086759588473586,0.0006607715856108307,0.0018581742446315262,3.0172886548718184e-05,0.0002889311616171287,0.003716348489263054
ng,0.0005140972330429921,0.00015227411870604495,0.0003193220207230933,0.0007552932943244107,0.00011702562791841511,0.0018580122947149515,0.0037160245894299077
filipina,0.00011916923843283149,0.0008322378211759125,0.0006058992703204114,0.0018570519549590354,2.758267499817761e-05,0.00027216295003167795,0.003714103909918046
yasin,9.213155477527978e-05,0.0009998838814107426,0.00044955942951576,0.0018555047705918475,1.4090327480868089e-05,0.00029983957740919217,0.00371100954118369
gaji,0.001063078267603273,0.00012147842052927569,0.0005753700380624994,0.0016077613646389456,0.0002454624103979901,9.329704884185398e-05,0.003706447550073838
miliar,0.0003049152765503889,0.0013843209937996596,0.0010187354602047094,0.0001103057604890196,5.301294417714859e-05,0.0008338195148115134,0.0037051099500324397
dmn,0.0002482001797977784,0.00028731582876062497,0.0012880464302648686,0.0009025764051300226,2.6404952390392665e-05,0.0009473909860836385,0.003699934782427326
paslon,0.00026302538541173536,0.0006130190532722552,0.0015432473696304896,0.0007949700825857761,4.288883365897693e-05,0.0004411724528431925,0.003698323177402426
data,4.0361115711078863e-05,0.0004545109078597524,9.905000753486204e-05,0.0013541668726157177,0.000338535284233102,0.0014114536044185434,0.0036980777923730566
order,0.0004970888567966616,0.00029525321399894,5.1872803925101566e-05,0.0018473372273781383,0.00044236114394368076,0.0005607612087137868,0.0036946744547563092
trs,0.0010365490871699157,0.0004629327600720327,0.0017528813864209445,0.0001559707163648862,0.0001891535832347547,9.172476042063781e-05,0.0036892122936831723
ade,0.0006635364849752453,0.0006117236426314554,0.0008395498730136687,0.00023848260514543418,0.00010217998256313965,0.0012320253030660127,0.0036874978913949558
tki,0.00032560375812696127,0.00013502007218556635,0.0010868132314209372,0.0017075130236686874,3.120231036377509e-05,0.0003989137959425507,0.003685066191708478
maaf,0.0012169428684828977,0.0002735073154860409,0.0010915324360105192,0.0003516045885638207,0.00044545181615218287,0.0003050705203700336,0.003684109545065495
gelut,3.838132098235341e-05,0.0018408838128268347,0.00018785427575239633,0.0015630202353582854,1.2232414930463805e-05,3.9395565803318414e-05,0.003681767625653652
laku,0.0011916282418016207,0.0007621629663218888,0.0004136143240525751,0.0009047480435338758,0.00017244622724674603,0.00023411467124833968,0.003678714474205046
muda,0.0005837346547599117,0.0006942284557914651,0.000675096251847883,0.0005613737877309571,0.000272862574652117,0.0008913780717823085,0.003678673796564642
ilmuwan,0.00012343620003981486,0.00134504737169092,6.0842800916467416e-05,0.0018385900464240206,1.9374782589060143e-05,0.000289888891187712,0.0036771800928479953
tanggung,0.000502769682660341,0.001552150325505366,0.0002135751991528096,0.00028577762222784046,0.00015843378282218485,0.0009631492830978768,0.0036758558954664185
toxic,0.0013926094748303098,0.0004428336345294758,0.00019522066539754123,0.001426780654700901,3.237529235927109e-05,0.00018106649690210352,0.0036708862187196023
simak,0.0007069352406386162,0.00017399397809138151,0.0009157661440545519,0.0010198015060247985,0.0006415920491373685,0.00021268614856036452,0.0036707750665070813
upaya,0.0006783702786856735,0.0008769039290870858,0.0009594358778955325,0.0009584661975800486,0.00010409303906503215,9.347093102094435e-05,0.0036707402533343167
tuyul,0.0002629917750193681,0.0011312917492577264,0.0006880890196900271,0.0011462402657313668,3.431303551042266e-05,0.0004057327256338677,0.0036686585708427784
gelas,0.0002804141759604925,0.0002560317786425046,0.001833935280211135,0.001024936758744334,2.9633548835729443e-05,0.0002429190180280707,0.003667870560422266
mosok,7.940889347877344e-05,0.0012608075123880218,0.0005706586278323051,0.0015462291420758635,1.2104843029557844e-05,0.0001937232616361251,0.0036629322804406467
jazeera,0.001500377009165359,0.00016722281494563525,0.0003286904688673053,0.00021873557109936475,5.722692618011254e-05,0.0013858821658075482,0.0036581349560653254
point,0.00030280945474851545,0.0015085910792609957,0.0011678228727439977,0.00031898634429320706,3.789683798165987e-05,0.0003189244305063423,0.003655031019534718
ampas,0.0002773340703396704,0.0005515394324635483,0.0009544367672382613,0.0001673411247584873,4.272586789910607e-05,0.0016586950131821157,0.0036520722758811896
sahabat,0.0005339163766471554,0.0008585128249176718,0.0001716067555869732,0.0009672268428361431,0.00024989221535263317,0.0008703243201669887,0.0036514793355075653
vcs,0.00016148799864018837,0.0006967791618852631,0.00018893119397370706,0.0008349102642865962,0.0016340702382370627,0.000129824007398671,0.003646002864421488
ajh,0.00025154944142449114,0.0005250383201367617,0.00018998948237567852,0.0009890391106390885,5.343669476162161e-05,0.0016290740845862994,0.003638127133923941
update,0.0011013847324744302,0.00021224436875413727,0.0005034065989604013,0.0007868617065842627,0.00018877471558998926,0.0008413992780147064,0.003634071400377927
adil,0.0008246362221764321,0.00032927037384475,0.0016186660570370523,0.00021081235525621144,0.00019817977574594373,0.000452126881505587,0.0036336916655659766
unggah,0.00029256797044538755,0.0004968457333007606,8.638546634564093e-05,0.001451432530898395,7.066201179921194e-05,0.0012314313134966074,0.0036293250262860034
ft,0.0001291019028057699,0.001814476964969098,0.0008374989106250775,0.0002642419219643025,4.594223988042968e-05,0.0005376919896934951,0.0036289539299381723
kakak,0.00033788460679532725,0.0005472276116280843,0.0006519790315971307,0.00019072307612889145,8.165553543141588e-05,0.0018094698615808414,0.003618939723161691
daya,0.00010766445943173948,0.0008576520591128638,0.0010245168048813912,0.0005553447006843326,0.00012163029679318363,0.0009515042026777825,0.003618312523581293
pis,0.0004379627152526019,0.0008144111242667637,0.0008455721368203719,0.0009624368278226103,5.2504442685778806e-05,0.0005031306824378587,0.003616017929285986
sumpah,0.0008590942509089191,0.00029534689426756065,0.0006524702556830645,0.001432016257919536,0.00035734049340529784,1.7554649534713553e-05,0.0036138228017190918
begal,0.00017553259348738237,0.0010758783604094076,0.001806001283992391,0.00020058595894772633,2.330162518567651e-05,0.00033070274596218486,0.003612002567984769
solo,0.0006401289184949186,0.0003082450425340965,0.0018059994979863357,6.41479425601709e-06,0.0001409298749695809,0.0007102808677317505,0.0036119989959726992
mau,0.0001845263784583685,0.0015579767936206637,0.0004700657452211787,0.0012059007208106464,0.0001296846254168205,6.314791936959784e-05,0.0036113021828972753
pngn,8.444041821826254e-05,0.0008647831475432044,0.0007302023056340141,0.000707203266810652,0.001074213532225928,0.00014798900528786269,0.003608831675719924
ntt,0.00019936126192907782,0.0010700047263804565,0.0009515949138547571,0.0008518623871283895,3.89196109681623e-05,0.0004951717017054497,0.003606914601966293
protes,0.0001439799292167258,0.0003176326383606425,0.0010776118782562182,0.0014834095748258007,0.00017789620706899195,0.0004015541986444916,0.003602084426372871
bangkai,0.0007069498910126325,0.001297973359613175,0.0008456651087251936,0.0005024535275906245,0.00010677596097968924,0.0001410359264863183,0.003600853774407633
sunnah,9.004819724327998e-05,0.0006481634606603013,0.0004968578640014858,0.000978192291586941,8.362990722052742e-05,0.0013031759927095586,0.003600067713422094
na,0.00035336313425066634,0.0011719979957818788,0.0013861192897800098,0.0003328900643929014,5.9702530171718314e-05,0.0002942968940276085,0.0035983699084047825
mahdi,9.587887112604485e-05,0.0016329719617101564,4.57379540621531e-05,0.0011698281523722823,2.2354334716701556e-05,0.0006271149692427795,0.0035938862432301176
normal,0.0010620146120175389,0.0003872890496970976,0.0013030458923745008,0.0007345247682790215,9.765011835372759e-05,8.554319871222664e-06,0.0035930787605931093
ahmadiyah,0.0003290921928457497,0.0008232231757227957,0.001796097017192439,0.00039047799909102754,5.311860345600532e-05,0.00020018504607683662,0.003592194034384854
wna,0.00012089466970130073,0.001796046140155328,0.0005794730783733499,0.0010299698432774,3.0367752698756404e-05,3.534079610456675e-05,0.003592092280310702
partner,0.0003427313775632818,0.0003024249200132233,0.0009273593587668687,0.0011340454285029811,0.0005660404562525286,0.00031904792896635044,0.003591649470065234
joget,0.0002680365240684813,0.00041694859425998843,0.0013788416094722177,0.001439041840131244,6.71272898251096e-05,2.158454970735346e-05,0.0035915804074643943
curi,0.0008125222319443259,0.0007362441739936257,0.0005546813548173187,0.0010590610223599802,5.4041369085454616e-05,0.00037406024050652307,0.0035906103927072284
sadis,0.00029968254209997375,9.25906745984413e-05,0.001240377869259903,0.00044730521586504844,0.0012474010575331497,0.00024723653663675415,0.00357459389599327
serah,0.001111325989104592,6.618693755361002e-05,0.00042344292881058286,0.0010346994300337155,0.00018400108537053021,0.000750257510805596,0.003569913881678627
pasang,0.00033219275476760246,0.0005543948205488917,0.0011617698781801766,0.00017262638157808336,0.0002908360397651003,0.0010577774705859068,0.003569597345425761
sebenernya,0.0008112412623819271,0.0006760846035184653,0.0009387088990125597,0.0008457758603625608,0.0001335711632180298,0.00016358773025669247,0.003568969518750235
kampoengtoto,3.167957932877662e-05,0.001783764730666563,0.0001298719329233569,0.0015027343243103081,9.961473938195292e-06,0.00010951742016595627,0.003567529461333156
bocor,5.366483917841894e-05,0.0016669052078400512,0.0008641820692634572,0.0003396278358100986,6.085339816341588e-05,0.0005776135401082922,0.003562846890363734
not,0.00016424116473222884,0.0013162327609098558,0.0012592772820531855,0.0004641887620973103,0.0003576504875929835,7.474113712282115e-07,0.0035623378687567923
nggak,0.000852454354271575,0.0005264345202229564,0.0006668397572627459,0.00017422095092631653,0.0010796630031786303,0.0002610243627935648,0.0035606369486557887
fasilitas,9.286174848375728e-05,0.0007258857923659035,0.0009588991379061,0.0008238640699660726,4.7131380567656314e-05,0.0009066512282220129,0.0035552933575115023
apaapa,0.0006100563263097024,0.000948501936206232,0.00021852566334641386,0.0014233722004630646,5.0468994463993384e-05,0.00030324273093527564,0.0035541678517246817
rubah,0.00013730205714114003,0.0016181865301669834,0.001238260476338706,0.0003133216723790963,2.1070399328581405e-05,0.00022497683791892508,0.003553117973273432
